position_name,job_keywords
服务业-安保/家政/维修-家电维修,"家电维修,故障诊断,维修技能,服务意识,零件替换"
教育培训-特长培训-武术教练,"搏击教学,散打教学,少儿培训,武术套路,家长沟通"
高级管理-高级管理职位-总裁/总经理/CEO,"高级管理,战略规划,团队建设,运营管理,绩效考核"
生产制造-技工/普工-电梯工,"电梯维护,故障排除,日常保养,安全监管,仓库管理"
市场-政府事务-企业党建,"市场推广,政府关系,党建活动,政策理解,事务协调"
生产制造-生产营运-车间主任,"车间管理,生产调度,质量控制,人员培训,现场管理"
供应链/物流-物流-物流经理,"供应链管理,客户关系维护,物流流程优化,成本控制,团队管理"
教育培训-教师-音乐教师,"音乐教学,钢琴教学,声乐指导,器乐教学,教学研究"
供应链/物流-仓储-配/理/拣/发货,"仓储管理,货物分拣,发货效率,库存控制,物流协调"
房地产/建筑-工程管理-施工安全员,"施工安全管理,安全教育培训,事故处理与预防"
生产制造-技工/普工-油漆工,"油漆作业,喷漆技术,漆面管理,设备操作,维修技能"
医疗健康-医疗器械-试剂研发,"生物技术,实验研发,试剂创新,实验操作,产品测试"
教育培训-教师-小学教师,"小学教学,作业辅导,课程多样性,家长沟通,学科教研"
销售-金融销售-信用卡销售,"销售,信用卡推广,客户管理,营销活动策划,团队建设"
生产制造-技工/普工-缝纫工,"缝纫技术,服装制作,车缝操作,针车机操作,服装流水线"
销售-销售管理-区域总监,"销售管理,区域拓展,团队领导,客户关系,营销策略"
设计-高端设计职位-设计总监,"创意设计,项目管理,团队领导,品牌策略,市场洞察"
销售-销售行政/商务-销售助理,"销售助理,客户关系管理,销售数据统计,合同审批,订单处理"
销售-服务业销售-珠宝销售,"销售技巧,顾客服务,珠宝知识,货品管理,营销推广"
服务业-安保/家政/维修-消防中控员,"消防监控,设备操作,安全管理,值班记录,应急响应"
市场-市场/营销-商务渠道,"销售渠道,客户关系维护,市场推广,渠道资源拓展,销售策略制定"
旅游-旅游产品开发/策划-旅游策划师,"旅游产品设计,市场分析,创意策划,项目管理,客户沟通"
咨询/翻译/法律-律师-法务,"咨询服务,法律专业知识,案件分析,客户沟通,合同审查"
技术-运维/技术支持-运维工程师,运维/技术支持-运维工程师
咨询/翻译/法律-翻译-韩语/朝鲜语翻译,"翻译技能,语言专业,韩语/朝鲜语,精准传达,文化理解"
技术-硬件开发-PCB工艺,"PCB设计,硬件开发,元器件选型,Layout工作,电路板故障维修"
人力/财务/行政-财务-出纳,"现金处理,财务报表,银行对账,发票管理,资金监控"
旅游-旅游服务-签证专员,签证服务、客户沟通、资料整理、申请协助、护照管理。
运营-运营-微信运营,"社群管理,内容策划,客户服务,营销推广,私域运营"
运营-运营-视频运营,"视频素材剪辑,抖音平台运营,新媒体推广,内容策划,品牌宣传"
技术-硬件开发-单片机,"单片机开发,硬件设计,嵌入式系统,编程技能,电路分析"
生产制造-化工-涂料研发,"化工研发,水性涂料,技术项目执行,配方优化,研发管理"
传媒-影视媒体-化妆/造型/服装,"化妆/造型/服装设计,客户服务,摄影配合,形象管理,销售技能"
运营-客服-咨询热线/呼叫中心客服,"客户服务,问题解决,呼叫中心操作,情绪管理,多任务处理"
生产制造-化工-化工工程师,"生产工艺,化工材料,工程设计,安全标准,数据分析"
医疗健康-护士/护理-导医,"接待患者,健康咨询,导诊服务,患者管理,医疗知识"
技术-运维/技术支持-DBA,"数据库管理,系统维护,性能优化,故障处理,SQL查询"
金融-证券/基金/期货-卖方分析师,"金融分析,市场研究,投资建议,报告编写,客户服务"
金融-投融资-投资经理,"投资分析,风险评估,资产配置,市场研究,业绩管理"
生产制造-生产营运-生产文员,"生产管理,文档处理,数据录入,营运协调,生产计划"
金融-投融资-投资总监/VP,"投资决策,风险管理,资本运作,市场分析,领导团队"
运营-运营-天猫运营,"天猫运营,营销推广,数据分析,活动策划,店铺管理"
技术-项目管理-项目专员,"项目管理,技术支持,团队协作,项目跟踪,质量保证"
教育培训-特长培训-跆拳道教练,"跆拳道教学,学员训练,课程规划,家长沟通,招生销售"
技术-后端开发-全栈工程师,"全栈开发,前后端技术,项目管理,技术问题解决,业务需求分析"
医疗健康-医生/医技-皮肤科医生,"皮肤问题诊断,激光美容治疗,注射操作技术,患者沟通管理,医疗质量控制"
技术-电子/半导体-IC验证工程师,"芯片设计,电路测试,验证流程,半导体技术,高精度分析"
服务业-餐饮-蛋糕/裱花师,"烘焙技能,蛋糕裱花,产品质量控制,现场制作,卫生管理"
传媒-采编/写作/出版-出版发行,"出版发行,市场营销,内容策划,渠道管理,新媒体运营"
采购/贸易-采购-招标专员,"招标文件编制,投标文件审核,工程项目招标,合同谈判管理,采购流程策划,招标资料管理,项目风险控制."
医疗健康-生物制药-药品生产,"药品生产,质量管理,细胞制备,生产计划,设备维护"
服务业-美容保健-按摩师,"按摩服务,客户服务,养生建议,SPA技术,足疗按摩"
销售-销售行政/商务-商务经理,"销售策略,客户关系,商务谈判,销售计划,市场分析"
设计-视觉/交互设计-包装设计,"设计创意,包装结构设计,材料选择与控制,创意插画,品牌视觉系统"
医疗健康-临床试验-临床项目经理,"临床试验管理,项目质量控制,团队协调沟通,患者招募,临床监查"
房地产/建筑-建筑/规划设计-建筑机电工程师,"建筑机电设计,施工图纸审核,机电工程管理,技术支持与质量控制,项目协调与管理"
生产制造-机械设计/制造-冲压工程师,"机械设计,冲压工艺,产品开发,生产优化,精密制造"
技术-硬件开发-电路设计,"电路设计,硬件开发,技术创新,电子工程,项目管理"
服务业-酒店-酒店经理,"服务管理,客户满意度,团队领导,酒店运营,收益优化"
人力/财务/行政-人力资源-招聘,"招聘管理,人才筛选,面试流程,招聘计划,候选人管理"
技术-数据-ETL工程师,"ETL开发,数据清洗,数据集成,数据库管理,数据迁移"
设计-视觉/交互设计-原画师,"游戏原画设计,角色设计,概念创作,场景规划,美术风格把握"
生产制造-技工/普工-模具工,"生产制造,模具制作,精密操作,模具调试,产品质量"
产品-高端产品职位-高级产品管理岗,"产品开发,市场洞察,团队领导,产品策略,用户体验"
采购/贸易-采购-采购工程师,"采购流程优化,供应商管理,成本控制,物料采购,采购策略制定"
技术-运维/技术支持-系统管理员,维护、系统安装、技术支持、网络安全以及用户故障排查。
生产制造-机械设计/制造-机械工程师,"机械设计,产品结构开发,技术问题解决,非标设备设计,BOM编制"
采购/贸易-进出口贸易-贸易跟单,"贸易跟单,客户沟通,订单处理,产品跟进,报关资料管理"
医疗健康-生物制药-医药研发,"医药研发,实验设计,生物技术,临床试验,知识产权保护"
销售-销售管理-销售总监,"销售策略,团队管理,市场开发,客户关系维护"
市场-市场/营销-选址开发,"市场分析,商业选址,市场拓展,地理位置研究,投资回报评估"
医疗健康-医疗器械-医疗器械研发,"研发项目管理,产品设计优化,技术文件编写,临床应用支持,技术问题解决"
服务业-美容保健-足疗师,"足疗服务,按摩技艺,服务标准维护,客户沟通技巧,养生知识与实践"
生产制造-技工/普工-铣工,"生产制造,手工技艺,铣削加工,设备操作,精度控制"
供应链/物流-交通/运输-货运司机,"货运驾驶,路线规划,货物装卸,安全行车,时间管理"
咨询/翻译/法律-翻译-俄语翻译,"俄语熟练,翻译技能,法律文件,咨询服务,语言文化"
服务业-餐饮-前厅经理/领班,"餐饮管理,客户服务,团队领导,营运管理,服务培训"
生产制造-服装/纺织/皮革-服装/纺织/皮革跟单,"跟单协调,服装制作,面料管理,客户沟通,质量控制"
医疗健康-医生/医技-整形医生,"整形手术,皮肤美容,微整形操作,客户服务,医疗美容咨询."
销售-房地产销售/招商-置业顾问,"房地产销售,客户沟通,市场分析,销售策略,置业咨询"
人力/财务/行政-财务-建筑/工程会计,"建筑/工程会计,税务申报,财务报表,应收应付账款管理,成本控制"
销售-医疗销售-医美咨询,"销售技巧,医美产品知识,客户沟通,市场洞察,业绩达成"
运营-客服-客服专员,"客服服务,电话沟通,会员运营,问题处理,顾客满意度"
生产制造-技工/普工-切割工,"生产制造,切割技术,工件处理,设备操控,精度保证"
教育培训-教师-数学教师,"教学设计,数学专业知识,学生辅导,课堂管理,课程创新"
技术-运维/技术支持-系统工程师,"系统工程师,技术支持,智能驾驶需求分析,系统维护,Linux内核开发."
教育培训-特长培训-少儿编程老师,"少儿编程,教学管理,课程设计,家长沟通,赛事指导"
教育培训-教师-家教,"教学设计,个性化辅导,学生沟通,教学方法,知识传授"
教育培训-教师-化学教师,"化学教学,教学计划,学生辅导,教案编写,教学创新"
市场-政府事务-社工,"社区服务,项目管理,社会工作,文档编辑,团队协作"
生产制造-汽车制造-汽车零部件设计,"汽车设计,零部件开发,制造工艺,图纸审阅,创新能力"
服务业-餐饮-水台,"服务员接待,茶饮制作,海鲜处理,水台清洁,餐厅运营"
生产制造-质量安全-体系工程师,"质量管理体系,体系维护与改进,内审与培训,文件管理与审核,产品认证管理"
服务业-美容保健-美甲师,"美甲设计,客户服务,手部护理,艺术美感,卫生标准"
技术-高端技术职位-架构师,"系统设计,技术领导,架构规划,性能优化,高级编程"
生产制造-机械设计/制造-CNC/数控,"CNC编程,机床操作,调机优化,自动化编程,设备维护"
生产制造-环保-环境检测员,"环境监测,环保标准,数据分析,现场检测,质量控制"
高级管理-高级管理职位-联合创始人,"决策制定,团队领导,战略规划,业务扩张,创投对接"
销售-销售管理-销售经理,"销售策略,团队管理,业绩目标,客户关系,产品知识"
服务业-美容保健-发型师,"发型设计,剪发技术,烫发染发,店铺运营管理,顾客服务"
服务业-餐饮-咖啡师,"咖啡制作,顾客服务,门店清洁,饮品制作,团队合作"
供应链/物流-物流-物流专员,"物流管理,货物跟踪,库存控制,运输协调,数据分析"
销售-金融销售-理财顾问,"理财规划,客户关系维护,金融产品销售,投资咨询服务,资产配置方案"
运营-运营-产品运营,"产品管理,运营优化,用户分析,市场策略,数据驱动"
市场-政府事务-政府关系,"政府关系维护,政策研究分析,项目申报与管理,危机公关处理,政府与企业协调"
市场-公关媒介-活动策划执行,"活动策划,媒介协调,市场推广,创意设计,执行管理"
服务业-餐饮-中餐厨师,"中餐烹饪,菜品创新,质量控制,后厨管理,炒锅技能"
